26/06/2020,14:35,jeremylikness,@duracellko Glad you like it!
26/06/2020,14:35,jeremylikness,"RT @JohnMarkHowell: Global Query Filters were introduced in Entity Framework 2.0 and, to me, is still one of the most understated features…"
26/06/2020,14:08,jeremylikness,@mistermag00 @MrAnthCool @lupusa1 ... maintain then I wouldn't change a thing. I'm not a fan of following a pattern… https://t.co/IWmDW9k4ul
26/06/2020,14:06,jeremylikness,@mistermag00 @MrAnthCool @lupusa1 I'm not trying to say it's either/or. I haven't looked at performance between the… https://t.co/EPawURngM3
26/06/2020,07:11,mistermag00,@MrAnthCool @jeremylikness @lupusa1 It's not. The dot net team like to push EventCallback as the 'right' way but th… https://t.co/84TxAtdWaI
26/06/2020,03:54,jeremylikness,"RT @smitpatel: Also coming in nightly build and in preview8, 'UseQuerySplittingBehavior' - context level API to configure single vs split q…"
26/06/2020,02:37,MrAnthCool,@mistermag00 @jeremylikness @lupusa1 I use StateHasChanged() in my component event handlers unashamedly.  😂  Why do… https://t.co/gQSGTp93ed
26/06/2020,01:31,lupusa1,@mistermag00 @jeremylikness I will add that row can be component itself and be updated locally not touching whole g… https://t.co/YyvZ4t71z0
26/06/2020,01:30,mistermag00,@jeremylikness @lupusa1 And use @ key on every row if you really care about performance
26/06/2020,01:08,jeremylikness,@jsnover ...and a 'message of the day.' Ah sweet Unix memories...
26/06/2020,01:04,jeremylikness,"@lupusa1 We'll see. On one hand, it's there for a reason. On the other, I think there may be an MVVM approach that… https://t.co/WLO8d9XoNC"
26/06/2020,01:15,lupusa1,"@jeremylikness Yep, it is there for a reason but I would love to know best practices how to use it. When I have som… https://t.co/5p5L9Lck0f"
26/06/2020,01:16,lupusa1,@jeremylikness I use events approach too to subscribe and re-render component when it is initiated by event source.… https://t.co/6iQppE16DA
26/06/2020,01:19,lupusa1,@jeremylikness I use eventcallbacks only if there is strong and clear parent-child relation between components whic… https://t.co/dKMcze9xVV
26/06/2020,01:26,mistermag00,"@jeremylikness @lupusa1 You need to be careful using eventcallback in a grid. Deleting a row is ok, but if you use… https://t.co/fmSnWKuvQ7"
26/06/2020,00:55,jeremylikness,@bketelsen @SeanTAllen Be well Brian.
26/06/2020,00:56,bketelsen,@jeremylikness @SeanTAllen ❤️
26/06/2020,01:00,TashasEv,"@jeremylikness @bketelsen @SeanTAllen Some folks send well wishes, but you had to step it up with a well command!… https://t.co/TJs8sAzgtA"
25/06/2020,23:28,jeremylikness,".NET big data lovers ... does this Spark your interest?  ...I know, I know, couldn't resist. https://t.co/642l29d6fg"
25/06/2020,23:33,Janisku7,@jeremylikness I see what you did there
25/06/2020,23:53,zdanev,@jeremylikness it Sparks joy
25/06/2020,23:01,JulieBr33723357,How do you build a Blazor server on top of existing libraries with Azure authentication?  Find out here #Blazor… https://t.co/uLaGuCxfHT
25/06/2020,19:55,esesci,"@jeremylikness @ajcvickers nevermind, this doesn't seem to be compatible with EF [Index] attribute. :)"
25/06/2020,17:36,jeremylikness,Announcing the release of #EntityFramework Core #EFCore 5.0 preview 6  Lots of community contributions!   Features:… https://t.co/7xa9738dsJ
25/06/2020,19:53,esesci,@jeremylikness @ajcvickers NOOOO... not after we've spent days converting these to fluent for migration. https://t.co/2Xm7BJ1tjR
25/06/2020,16:23,jeremylikness,Had an interesting conversation around #NuGet version dependencies. Turns out there is a doc for that. Curious what… https://t.co/iVNsz6THwn
25/06/2020,15:37,jeremylikness,How to consume Dungeons 🏰 and Dragons 🐲 from #Blazor 🔥 apps using #gRPC gRPC-Web by @DavideGuida82… https://t.co/8gx2VweMgI
25/06/2020,14:49,jeremylikness,@spboyer They are so loyal and attached. ❤
25/06/2020,14:24,jeremylikness,"The #EntityFramework Core #EFCore Wed Jun 24th recording is available. Community links, #dotnet data docs, a look a… https://t.co/cUw7UNSRNX"
25/06/2020,12:16,ederbond,@ajcvickers @jeremylikness @dotnet @julielerman JetBrains reminds me to Resharper's company. But if you guys is say… https://t.co/9FyfBVr6uz
25/06/2020,02:42,iStarr,@ferozekhan267oa @jeremylikness @AzureFunctions @nthonyChu @jeffhollan Azure Fluent Management SDK is the bees’ knees too.
25/06/2020,00:58,buhakmeh,@jeremylikness I could give a TED talk about this and some of the other issues stagnating the .NET space. https://t.co/s2bsdXxSx1
25/06/2020,00:53,buhakmeh,"@jeremylikness It signals a broader issue in the .NET community: That unless you're going to be a coder, you're not… https://t.co/OjqyERYiqn"
25/06/2020,00:36,jeremylikness,@buhakmeh But those few designers who did show up helped us make magic with some extraordinary projects. The design… https://t.co/W2G5VHvgGP
25/06/2020,00:48,buhakmeh,@jeremylikness I'm not saying there weren't exceptions. It just seems that the design community as a whole poured t… https://t.co/hSDL7PKk0n
25/06/2020,00:28,jeremylikness,RT @clairernovotny: Improving credit for community contributions to @dotnet   https://t.co/nsvq9FJ6o3  #DotNetCommunity
25/06/2020,00:17,jeremylikness,@jaydestro So sorry brother. Indi just left us this past Saturday. She was also almost 8. Literally feeling the sam… https://t.co/xpkQ2JrB8E
25/06/2020,00:12,aspnetcore_news,"Build a Blazor WebAssembly Line of Business App Part 3: Query, Delete and Concurrency by @JeremyLikness… https://t.co/HPMnW9862C"
24/06/2020,18:35,jeremylikness,@Mehrandhn @dotnet Apologies. The link changed. Here is the recording:  https://t.co/4sm1QDuaPK
24/06/2020,18:37,Mehrandhn,@jeremylikness @dotnet Thanks.👍
24/06/2020,17:05,jeremylikness,"RT @jongalloway: If you're watching on YouTube, correct link is https://t.co/eUHWeC7b3s  For Twitch: https://t.co/ZXvCmZus3T https://t.co/9…"
24/06/2020,16:32,jeremylikness,Live in 30!  https://t.co/h2TVWAbOLD
24/06/2020,17:16,Mehrandhn,@jeremylikness @dotnet The video is not available.
